"probes"	"genes"
"A_44_P136526"	"Nothing"
"A_44_P136569"	"Nothing"
"A_44_P136592"	"Nothing"
"A_44_P136603"	"Slc9a3r1"
"A_44_P136612"	"Nothing"
"A_44_P136679"	"Isoc1"
"A_44_P136707"	"Nothing"
"A_44_P136729"	"Nothing"
"A_44_P136730"	"Hist1h4m"
"A_44_P136744"	"Nothing"
"A_44_P136748"	"Nothing"
"A_44_P136827"	"Nothing"
"A_44_P136841"	"Nothing"
"A_44_P136845"	"Spag9"
"A_44_P136857"	"Nothing"
"A_44_P136894"	"Nothing"
"A_44_P136902"	"Nothing"
"A_44_P136911"	"Nothing"
"A_44_P136937"	"Nothing"
"A_44_P136942"	"Nothing"
"A_44_P136988"	"Nothing"
"A_44_P136998"	"Nothing"
"A_44_P137003"	"Clec2d"
"A_44_P137013"	"Fntb"
"A_44_P137035"	"Nothing"
"A_44_P137039"	"Nothing"
"A_44_P137040"	"Nothing"
"A_44_P137047"	"Rpl37"
"A_44_P137055"	"Nothing"
"A_44_P137108"	"Nothing"
"A_44_P137120"	"Nothing"
"A_44_P137131"	"Nothing"
"A_44_P137139"	"Nothing"
"A_44_P137160"	"Nothing"
"A_44_P137169"	"Nothing"
"A_44_P137187"	"Nothing"
"A_44_P137194"	"Nothing"
"A_44_P137215"	"Nothing"
"A_44_P137217"	"Nothing"
"A_44_P137218"	"Nothing"
"A_44_P137247"	"Trim35"
"A_44_P137262"	"Nmt1"
"A_44_P137273"	"Fbxl7"
"A_44_P137279"	"Dpyd"
"A_44_P137322"	"Lhx9"
"A_44_P137334"	"Tfb1m"
"A_44_P137356"	"Herpud1"
"A_44_P137377"	"Taar8c"
"A_44_P137397"	"Pebp1"
"A_44_P137406"	"Pebp1"
"A_44_P137417"	"Olr818"
"A_44_P137427"	"Olr1135"
"A_44_P137443"	"Olr1244"
"A_44_P137448"	"Ptgs1"
"A_44_P137462"	"Olr1693"
"A_44_P137467"	"Olr631"
"A_44_P137478"	"Olr1319"
"A_44_P137497"	"Nothing"
"A_44_P137508"	"Map1lc3b"
"A_44_P137517"	"Fam115e"
"A_44_P137545"	"Iars"
"A_44_P137560"	"Gnal"
"A_44_P137605"	"Pde5a"
"A_44_P137618"	"Prdx5"
"A_44_P137623"	"Ppp1r9b"
"A_44_P137633"	"Adora1"
"A_44_P137641"	"Nothing"
"A_44_P137677"	"Rhov"
"A_44_P137681"	"Khk"
"A_44_P137699"	"Mpst"
"A_44_P137701"	"Cryge"
"A_44_P137717"	"RGD1308124"
"A_44_P137721"	"Ttyh3"
"A_44_P137732"	"Nothing"
"A_44_P137742"	"Hscb"
"A_44_P137759"	"Nfkbid"
"A_44_P137773"	"Syngr4"
"A_44_P137782"	"Nothing"
"A_44_P137802"	"Smpd1"
"A_44_P137805"	"Nothing"
"A_44_P137815"	"Nothing"
"A_44_P137839"	"Nothing"
"A_44_P137846"	"Tcf7l2"
"A_44_P137850"	"Nothing"
"A_44_P137862"	"Fam160b2"
"A_44_P137873"	"RGD1305938"
"A_44_P137893"	"Ptpn20"
"A_44_P137911"	"LOC679811"
"A_44_P137930"	"Mettl14"
"A_44_P137942"	"Nothing"
"A_44_P137962"	"Cdk9"
"A_44_P137967"	"Crb2"
"A_44_P137978"	"Rbbp8"
"A_44_P137981"	"Nothing"
"A_44_P137996"	"Nothing"
"A_44_P138005"	"Nothing"
"A_44_P138015"	"Nothing"
"A_44_P138030"	"Lyl1"
"A_44_P138036"	"Lrrc29"
"A_44_P138041"	"RGD1306091"
"A_44_P138057"	"Rpl13"
"A_44_P138081"	"Med14"
"A_44_P138098"	"Nothing"
"A_44_P138105"	"Nothing"
"A_44_P138120"	"RGD1561230"
"A_44_P138126"	"Enox2"
"A_44_P138144"	"Nothing"
"A_44_P138157"	"Zc3hav1l"
"A_44_P138167"	"Uap1"
"A_44_P138185"	"Ankmy2"
"A_44_P138224"	"Vezt"
"A_44_P138230"	"Nothing"
"A_44_P138231"	"Nothing"
"A_44_P138247"	"Nothing"
"A_44_P138257"	"Tsta3"
"A_44_P138269"	"Pppde2"
"A_44_P138276"	"Olr1102"
"A_44_P138280"	"Ptpn18"
"A_44_P138289"	"Osgepl1"
"A_44_P138301"	"B9d1"
"A_44_P138308"	"Nothing"
"A_44_P138347"	"Fam104a"
"A_44_P138355"	"LOC100362689"
"A_44_P138363"	"Hira"
"A_44_P138375"	"Nothing"
"A_44_P138386"	"Nothing"
"A_44_P138388"	"RGD1308106"
"A_44_P138393"	"Nothing"
"A_44_P138410"	"Nothing"
"A_44_P138413"	"Nothing"
"A_44_P138472"	"Nothing"
"A_44_P138495"	"Nothing"
"A_44_P138533"	"Nothing"
"A_44_P138623"	"Nothing"
"A_44_P138631"	"Nothing"
"A_44_P138689"	"Nothing"
"A_44_P138709"	"Nothing"
"A_44_P138757"	"Nothing"
"A_44_P138767"	"Nothing"
"A_44_P138790"	"Cirbp"
"A_44_P138800"	"Gcap14"
"A_44_P138811"	"Nothing"
"A_44_P138838"	"Krt76"
"A_44_P138898"	"Nothing"
"A_44_P138927"	"Nothing"
"A_44_P138932"	"Nothing"
"A_44_P138967"	"Nothing"
"A_44_P139015"	"Nothing"
"A_44_P139027"	"Nothing"
"A_44_P139042"	"Zfp579"
"A_44_P139075"	"Txnl1"
"A_44_P139102"	"Nothing"
"A_44_P139182"	"Nothing"
"A_44_P139203"	"Nothing"
"A_44_P139211"	"Nothing"
"A_44_P139232"	"Nothing"
"A_44_P139247"	"Nothing"
"A_44_P139257"	"Nothing"
"A_44_P139270"	"Nothing"
"A_44_P139291"	"Prodh"
"A_44_P139301"	"Nothing"
"A_44_P139415"	"Nothing"
"A_44_P139437"	"Nothing"
"A_44_P139494"	"Mef2bnb"
"A_44_P139500"	"Nothing"
"A_44_P139522"	"Rpl21"
"A_44_P139536"	"Hk1"
"A_44_P139561"	"Nothing"
"A_44_P139598"	"Nothing"
"A_44_P139611"	"Nothing"
"A_44_P139633"	"Nothing"
"A_44_P139646"	"Nothing"
"A_44_P139659"	"Nothing"
"A_44_P139673"	"Cyp2c12"
"A_44_P139686"	"Zfp161"
"A_44_P139694"	"Tnfaip1"
"A_44_P139697"	"Atp2b2"
"A_44_P139718"	"Pdk1"
"A_44_P139730"	"Palm"
"A_44_P139742"	"Npc2"
"A_44_P139744"	"Id3"
"A_44_P139749"	"Pla2g16"
"A_44_P139763"	"Bet1"
"A_44_P139770"	"Olr446"
"A_44_P139776"	"Olr1260"
"A_44_P139788"	"Olr772"
"A_44_P139815"	"Olr282"
"A_44_P139819"	"Olr429"
"A_44_P139828"	"Olr92"
"A_44_P139836"	"Cby1"
"A_44_P139851"	"Impad1"
"A_44_P139869"	"Tmem176b"
"A_44_P139876"	"Myh8"
"A_44_P139882"	"RT1-Db1"
"A_44_P139889"	"Tert"
"A_44_P139894"	"Fgfr2"
"A_44_P139916"	"Hdac2"
"A_44_P139925"	"Fkbp4"
"A_44_P139939"	"Cp"
"A_44_P139956"	"Hbb-b1"
"A_44_P139989"	"Hist1h2bh"
"A_44_P139998"	"Ctnnd2"
"A_44_P140003"	"Nrf1"
"A_44_P140026"	"Tle2"
"A_44_P140028"	"Ick"
"A_44_P140041"	"Nothing"
"A_44_P140051"	"Ap1s1"
"A_44_P140068"	"Nothing"
"A_44_P140079"	"Tfcp2l1"
"A_44_P140092"	"Myh14"
"A_44_P140100"	"Scyl3"
"A_44_P140110"	"RGD1563293"
"A_44_P140118"	"Nothing"
"A_44_P140135"	"Zfp553"
"A_44_P140148"	"Cd248"
"A_44_P140161"	"Trmt112"
"A_44_P140164"	"Nothing"
"A_44_P140202"	"Nothing"
"A_44_P140214"	"RGD1560069"
"A_44_P140223"	"Eif4g1"
"A_44_P140225"	"Eif4g1"
"A_44_P140233"	"Nothing"
"A_44_P140244"	"Ptx3"
"A_44_P140248"	"Hfe2"
"A_44_P140250"	"Hfe2"
"A_44_P140266"	"Slc22a15"
"A_44_P140275"	"Alpk1"
"A_44_P140277"	"RGD1566247"
"A_44_P140314"	"Cdc25c"
"A_44_P140332"	"Fam210a"
"A_44_P140342"	"Nothing"
"A_44_P140351"	"RGD1311267"
"A_44_P140358"	"Samhd1"
"A_44_P140378"	"Ube3c"
"A_44_P140400"	"Rpl10a"
"A_44_P140416"	"Ccdc77"
"A_44_P140429"	"Asb9"
"A_44_P140430"	"Nothing"
"A_44_P140449"	"Grhpr"
"A_44_P140455"	"Nothing"
"A_44_P140465"	"Nothing"
"A_44_P140491"	"Slc35d1"
"A_44_P140498"	"RGD1563973"
"A_44_P140514"	"Cenpa"
"A_44_P140520"	"Tuba1c"
"A_44_P140532"	"Nothing"
"A_44_P140551"	"Ncln"
"A_44_P140557"	"Dock6"
"A_44_P140591"	"Lrp12"
"A_44_P140615"	"Yaf2"
"A_44_P140616"	"Nothing"
"A_44_P140645"	"Wnt6"
"A_44_P140669"	"Abi3"
"A_44_P140676"	"Nothing"
"A_44_P140684"	"Col8a1"
"A_44_P140695"	"Rtp1"
"A_44_P140710"	"Nothing"
"A_44_P140720"	"Nothing"
"A_44_P140725"	"Nothing"
"A_44_P140726"	"Nothing"
"A_44_P140743"	"Nothing"
"A_44_P140748"	"Nothing"
"A_44_P140758"	"Nothing"
"A_44_P140778"	"Strn"
"A_44_P140805"	"Top2b"
"A_44_P140827"	"Nothing"
"A_44_P140846"	"Nothing"
"A_44_P140896"	"Nothing"
"A_44_P140969"	"Nothing"
"A_44_P141051"	"Colq"
"A_44_P141075"	"Nothing"
"A_44_P141091"	"Nothing"
"A_44_P141213"	"Nothing"
"A_44_P141215"	"Nothing"
"A_44_P141225"	"Nothing"
"A_44_P141234"	"Nothing"
"A_44_P141244"	"Nothing"
"A_44_P141247"	"Nothing"
"A_44_P141253"	"Nothing"
"A_44_P141288"	"Rab34"
"A_44_P141322"	"Nothing"
"A_44_P141351"	"Nothing"
"A_44_P141359"	"LOC680155"
"A_44_P141369"	"Nothing"
"A_44_P141377"	"Dbi"
"A_44_P141404"	"Arfgef1"
"A_44_P141436"	"Nothing"
"A_44_P141443"	"Nothing"
"A_44_P141475"	"Nothing"
"A_44_P141484"	"Nothing"
"A_44_P141501"	"Nothing"
"A_44_P141513"	"LOC361990"
"A_44_P141555"	"Nothing"
"A_44_P141594"	"Sin3b"
"A_44_P141609"	"Nothing"
"A_44_P141611"	"Nothing"
"A_44_P141614"	"Nothing"
"A_44_P141621"	"Nothing"
"A_44_P141629"	"Nothing"
"A_44_P141644"	"Nothing"
"A_44_P141649"	"Nothing"
"A_44_P141719"	"Nothing"
"A_44_P141735"	"Nothing"
"A_44_P141756"	"Nothing"
"A_44_P141767"	"Tox3"
"A_44_P141797"	"Mllt3"
"A_44_P141832"	"Nothing"
"A_44_P141840"	"Nothing"
"A_44_P141867"	"Nothing"
"A_44_P141872"	"Nothing"
"A_44_P141897"	"Abcb1b"
"A_44_P141899"	"Ppp1r2"
"A_44_P141910"	"Spg7"
"A_44_P141919"	"Cdh6"
"A_44_P141930"	"Slc27a5"
"A_44_P141963"	"Sult1c2a"
"A_44_P141992"	"Slc6a12"
"A_44_P141996"	"Olr1450"
"A_44_P142003"	"Olr1545"
"A_44_P142016"	"Psen1"
"A_44_P142025"	"Cyp1a2"
"A_44_P142029"	"Nenf"
"A_44_P142043"	"Olr1592"
"A_44_P142049"	"Olr748"
"A_44_P142058"	"Olr1218"
"A_44_P142111"	"Ces2e"
"A_44_P142117"	"Foxd3"
"A_44_P142163"	"Skil"
"A_44_P142168"	"Adcyap1"
"A_44_P142179"	"LOC679547"
"A_44_P142184"	"Nothing"
"A_44_P142194"	"Nothing"
"A_44_P142201"	"Ide"
"A_44_P142242"	"Cdh1"
"A_44_P142265"	"Mmp16"
"A_44_P142277"	"Kcnh5"
"A_44_P142306"	"Nothing"
"A_44_P142318"	"Anapc7"
"A_44_P142335"	"Dyrk1b"
"A_44_P142352"	"Dhx9"
"A_44_P142368"	"Crtc3"
"A_44_P142376"	"Ppp2r5a"
"A_44_P142391"	"Nothing"
"A_44_P142401"	"Fam184b"
"A_44_P142418"	"Polm"
"A_44_P142428"	"Slc25a28"
"A_44_P142437"	"Nothing"
"A_44_P142445"	"Utp15"
"A_44_P142454"	"Nothing"
"A_44_P142472"	"Mpv17l2"
"A_44_P142481"	"Slc7a14"
"A_44_P142492"	"Ubqln4"
"A_44_P142505"	"Nothing"
"A_44_P142513"	"Nothing"
"A_44_P142523"	"Cdhr2"
"A_44_P142531"	"Nothing"
"A_44_P142536"	"Nothing"
"A_44_P142541"	"Nothing"
"A_44_P142553"	"Hoxd4"
"A_44_P142562"	"Tmx2"
"A_44_P142573"	"RGD1304731"
"A_44_P142582"	"Nothing"
"A_44_P142594"	"Fam110a"
"A_44_P142606"	"Papd5"
"A_44_P142610"	"Pcif1"
"A_44_P142640"	"Nothing"
"A_44_P142652"	"Pcgf1"
"A_44_P142665"	"Nothing"
"A_44_P142670"	"LOC100364757"
"A_44_P142697"	"Nothing"
"A_44_P142709"	"Nothing"
"A_44_P142719"	"Zfp609"
"A_44_P142724"	"Mcm3"
"A_44_P142773"	"Nothing"
"A_44_P142776"	"LOC100365185"
"A_44_P142779"	"Mmp20"
"A_44_P142790"	"Ubash3b"
"A_44_P142807"	"Hrb2"
"A_44_P142817"	"Fem1b"
"A_44_P142822"	"Nothing"
"A_44_P142829"	"Mlh1"
"A_44_P142837"	"Xirp1"
"A_44_P142843"	"Nothing"
"A_44_P142850"	"Fam86a"
"A_44_P142867"	"Nothing"
"A_44_P142883"	"LOC100363443"
"A_44_P142900"	"Clul1"
"A_44_P142914"	"RGD1307394"
"A_44_P142925"	"Tprg1"
"A_44_P142938"	"Nothing"
"A_44_P142944"	"Nothing"
"A_44_P142952"	"Nothing"
"A_44_P142958"	"Nothing"
"A_44_P143011"	"Nothing"
"A_44_P143061"	"Srf"
"A_44_P143072"	"Nothing"
"A_44_P143137"	"Nothing"
"A_44_P143223"	"Nothing"
"A_44_P143238"	"Nothing"
"A_44_P143247"	"Kdm5b"
"A_44_P143258"	"Nothing"
"A_44_P143337"	"Nothing"
"A_44_P143349"	"Arfip1"
"A_44_P143387"	"Nothing"
"A_44_P143472"	"Ncapd2"
"A_44_P143478"	"Nothing"
"A_44_P143503"	"Elavl2"
"A_44_P143541"	"Lrrfip2"
"A_44_P143567"	"Fdps"
"A_44_P143620"	"Nothing"
"A_44_P143650"	"Nothing"
"A_44_P143659"	"Nothing"
"A_44_P143705"	"Nothing"
"A_44_P143715"	"Nothing"
"A_44_P143749"	"Nothing"
"A_44_P143797"	"Nothing"
"A_44_P143806"	"Nothing"
"A_44_P143842"	"Nothing"
"A_44_P143855"	"Nothing"
"A_44_P143886"	"Insig1"
"A_44_P143896"	"Nothing"
"A_44_P143922"	"Hes6"
"A_44_P143939"	"Nothing"
"A_44_P143974"	"Scoc"
"A_44_P143982"	"Nothing"
"A_44_P144001"	"Pam"
"A_44_P144015"	"Nothing"
"A_44_P144018"	"Nothing"
"A_44_P144045"	"Nothing"
"A_44_P144064"	"Stk16"
"A_44_P144093"	"Nothing"
"A_44_P144098"	"Nothing"
"A_44_P144126"	"Nothing"
"A_44_P144155"	"Nothing"
"A_44_P144188"	"Syt12"
"A_44_P144202"	"Serpinf1"
"A_44_P144232"	"Fgl2"
"A_44_P144237"	"Erp29"
"A_44_P144257"	"Fzd5"
"A_44_P144277"	"Pkn1"
"A_44_P144288"	"Kchip2"
"A_44_P144296"	"Olr1171"
"A_44_P144306"	"Olr114"
"A_44_P144316"	"Olr1470"
"A_44_P144336"	"Olr176"
"A_44_P144349"	"Olr550"
"A_44_P144379"	"RGD1309079"
"A_44_P144393"	"Ip6k2"
"A_44_P144482"	"Nothing"
"A_44_P144502"	"Nothing"
"A_44_P144522"	"Muc6"
"A_44_P144538"	"Ebf2"
"A_44_P144557"	"Sprr1a"
"A_44_P144564"	"Chrm4"
"A_44_P144591"	"Cthrc1"
"A_44_P144602"	"Il17a"
"A_44_P144606"	"Raet1c"
"A_44_P144635"	"LOC682158"
"A_44_P144649"	"Serpinb8"
"A_44_P144659"	"Nothing"
"A_44_P144665"	"Nothing"
"A_44_P144693"	"Nothing"
"A_44_P144705"	"Nothing"
"A_44_P144735"	"Osbp2"
"A_44_P144741"	"Blnk"
"A_44_P144765"	"Nothing"
"A_44_P144775"	"Ccdc25"
"A_44_P144784"	"Jph4"
"A_44_P144788"	"Mtmr12"
"A_44_P144796"	"Nothing"
"A_44_P144809"	"Nothing"
"A_44_P144817"	"Nothing"
"A_44_P144828"	"Nothing"
"A_44_P144850"	"Irx4"
"A_44_P144857"	"Enpep"
"A_44_P144871"	"Coq4"
"A_44_P144877"	"Nothing"
"A_44_P144890"	"RGD1559762"
"A_44_P144900"	"Pcdhga5"
"A_44_P144916"	"Ctdp1"
"A_44_P144943"	"Wdr83"
"A_44_P144964"	"Def8"
"A_44_P144966"	"Abcf2"
"A_44_P144980"	"Creb3l2"
"A_44_P144988"	"Fam13a"
"A_44_P145005"	"Nothing"
"A_44_P145023"	"Dpy19l4"
"A_44_P145030"	"Ddx58"
"A_44_P145039"	"Nothing"
"A_44_P145060"	"Efcab1"
"A_44_P145065"	"LOC681336"
"A_44_P145081"	"Lage3"
"A_44_P145090"	"Tal1"
"A_44_P145095"	"Six2"
"A_44_P145114"	"Yipf4"
"A_44_P145133"	"Rad51b"
"A_44_P145137"	"Nothing"
"A_44_P145142"	"Mex3d"
"A_44_P145152"	"LOC299558"
"A_44_P145191"	"Nothing"
"A_44_P145235"	"Zfp672"
"A_44_P145239"	"LOC683920"
"A_44_P145257"	"Nothing"
"A_44_P145269"	"Nkiras2"
"A_44_P145283"	"Krtap14l"
"A_44_P145290"	"Pvrl3"
"A_44_P145300"	"Lamp3"
"A_44_P145314"	"Nothing"
"A_44_P145329"	"Nothing"
"A_44_P145334"	"Nothing"
"A_44_P145340"	"Nothing"
"A_44_P145374"	"Nothing"
"A_44_P145390"	"Nothing"
"A_44_P145408"	"LOC686590"
"A_44_P145416"	"Fkbp9"
"A_44_P145422"	"LOC100360384"
"A_44_P145438"	"Nothing"
"A_44_P145451"	"Nothing"
"A_44_P145511"	"Nothing"
"A_44_P145549"	"Rnf4"
"A_44_P145562"	"Nothing"
"A_44_P145605"	"Pvalb"
"A_44_P145628"	"Nothing"
"A_44_P145633"	"Nothing"
"A_44_P145634"	"Nothing"
"A_44_P145649"	"Nothing"
"A_44_P145671"	"Nothing"
"A_44_P145684"	"Nothing"
"A_44_P145740"	"Nothing"
"A_44_P145742"	"Nothing"
"A_44_P145832"	"Nothing"
"A_44_P145835"	"Nothing"
"A_44_P145841"	"Nothing"
"A_44_P145879"	"Nothing"
"A_44_P145891"	"Armcx1"
"A_44_P145947"	"Nothing"
"A_44_P145970"	"Hs6st1"
"A_44_P145977"	"Nothing"
"A_44_P146046"	"Nothing"
"A_44_P146050"	"LOC100360606"
"A_44_P146123"	"Nothing"
"A_44_P146147"	"Nothing"
"A_44_P146170"	"Nothing"
"A_44_P146173"	"Nothing"
"A_44_P146192"	"Nothing"
"A_44_P146200"	"Rdx"
"A_44_P146241"	"Nothing"
"A_44_P146301"	"Nothing"
"A_44_P146335"	"Nothing"
"A_44_P146358"	"Nothing"
"A_44_P146421"	"Nothing"
"A_44_P146427"	"Nothing"
"A_44_P146444"	"Nothing"
"A_44_P146448"	"Nothing"
"A_44_P146465"	"Nothing"
"A_44_P146469"	"Nothing"
"A_44_P146476"	"Nothing"
"A_44_P146488"	"Nothing"
"A_44_P146514"	"Nothing"
"A_44_P146518"	"Col3a1"
"A_44_P146552"	"Nothing"
"A_44_P146570"	"Nothing"
"A_44_P146578"	"Nothing"
"A_44_P146588"	"Nothing"
"A_44_P146606"	"Nothing"
"A_44_P146616"	"Hist3h2a"
"A_44_P146640"	"Adrbk2"
"A_44_P146655"	"Mef2d"
"A_44_P146675"	"Fgf23"
"A_44_P146703"	"Pccb"
"A_44_P146712"	"Mapk13"
"A_44_P146713"	"Olr596"
"A_44_P146727"	"Olr1694"
"A_44_P146733"	"Olr784"
"A_44_P146753"	"Olr39"
"A_44_P146767"	"Olr411"
"A_44_P146773"	"Olr8"
"A_44_P146783"	"Olr1029"
"A_44_P146788"	"Olr1029"
"A_44_P146799"	"Cntd1"
"A_44_P146812"	"LOC100361645"
"A_44_P146816"	"Runx2"
"A_44_P146821"	"Hivep2"
"A_44_P146833"	"Grm3"
"A_44_P146845"	"Orm1"
"A_44_P146851"	"Glra1"
"A_44_P146893"	"Kif2a"
"A_44_P146902"	"Map4k3"
"A_44_P146922"	"Nothing"
"A_44_P146969"	"Zfp148"
"A_44_P146988"	"Mak"
"A_44_P147020"	"Cyp4a2"
"A_44_P147030"	"Sp4"
"A_44_P147040"	"Adam10"
"A_44_P147047"	"Adam10"
"A_44_P147055"	"Gjb1"
"A_44_P147062"	"Moxd1"
"A_44_P147074"	"Fbxo24"
"A_44_P147087"	"Chd1"
"A_44_P147095"	"Rfpl4a"
"A_44_P147106"	"Nothing"
"A_44_P147123"	"Rc3h1"
"A_44_P147138"	"Vangl2"
"A_44_P147142"	"LOC100361138"
"A_44_P147156"	"Rbm47"
"A_44_P147181"	"Ovol1"
"A_44_P147199"	"Nothing"
"A_44_P147254"	"Cilp2"
"A_44_P147259"	"Nothing"
"A_44_P147276"	"Tbx15"
"A_44_P147285"	"Nothing"
"A_44_P147300"	"Clca5"
"A_44_P147317"	"Ap2b1"
"A_44_P147328"	"RGD1560248"
"A_44_P147336"	"Nothing"
"A_44_P147349"	"Prdm6"
"A_44_P147356"	"Nothing"
"A_44_P147373"	"RGD1563180"
"A_44_P147381"	"Tmc2"
"A_44_P147396"	"Cass4"
"A_44_P147415"	"Fam13c"
"A_44_P147426"	"Nt5dc1"
"A_44_P147443"	"Ptp4a1"
"A_44_P147470"	"Nothing"
"A_44_P147477"	"Uprt"
"A_44_P147485"	"Nothing"
"A_44_P147496"	"Nothing"
"A_44_P147509"	"Micu1"
"A_44_P147516"	"Nothing"
"A_44_P147525"	"Ror1"
"A_44_P147529"	"Ppih"
"A_44_P147538"	"Nothing"
"A_44_P147549"	"Zbtb48"
"A_44_P147558"	"Cfl2"
"A_44_P147560"	"Cfl2"
"A_44_P147572"	"Nothing"
"A_44_P147582"	"Rab5b"
"A_44_P147587"	"Nothing"
"A_44_P147600"	"Npat"
"A_44_P147618"	"Vps13b"
"A_44_P147622"	"Nothing"
"A_44_P147633"	"Psca"
"A_44_P147661"	"Rab23"
"A_44_P147677"	"Nothing"
"A_44_P147693"	"Specc1"
"A_44_P147702"	"Utp6"
"A_44_P147726"	"Pgs1"
"A_44_P147736"	"Nothing"
"A_44_P147751"	"Nothing"
"A_44_P147764"	"Nothing"
"A_44_P147771"	"Nothing"
"A_44_P147774"	"Nothing"
"A_44_P147778"	"Nothing"
"A_44_P147786"	"Nothing"
"A_44_P147806"	"LOC100366273"
"A_44_P147879"	"Nothing"
"A_44_P147888"	"Nothing"
"A_44_P147941"	"Nothing"
"A_44_P147980"	"Tbc1d5"
"A_44_P148020"	"Nothing"
"A_44_P148044"	"Hnrpll"
"A_44_P148071"	"Gk"
"A_44_P148084"	"Nothing"
"A_44_P148087"	"Nothing"
"A_44_P148094"	"Nothing"
"A_44_P148119"	"Nothing"
"A_44_P148121"	"Nothing"
"A_44_P148125"	"Nothing"
"A_44_P148133"	"Nothing"
"A_44_P148161"	"Rrm1"
"A_44_P148181"	"Nothing"
"A_44_P148196"	"Klk5l"
"A_44_P148207"	"Nothing"
"A_44_P148252"	"Nothing"
"A_44_P148280"	"Crcp"
"A_44_P148308"	"Klf13"
"A_44_P148318"	"Nothing"
"A_44_P148321"	"Nothing"
"A_44_P148347"	"Fam18b2"
"A_44_P148370"	"Plagl2"
"A_44_P148383"	"RGD1564952"
"A_44_P148407"	"Pdia6"
"A_44_P148416"	"Nothing"
"A_44_P148422"	"Nothing"
"A_44_P148440"	"Arl8a"
"A_44_P148451"	"Nothing"
"A_44_P148464"	"LOC100364165"
"A_44_P148485"	"Nothing"
"A_44_P148522"	"Nothing"
"A_44_P148523"	"Nothing"
"A_44_P148531"	"Nothing"
"A_44_P148542"	"Nothing"
"A_44_P148548"	"Nothing"
"A_44_P148554"	"Nothing"
"A_44_P148560"	"Nothing"
"A_44_P148569"	"Nothing"
"A_44_P148581"	"Senp1"
"A_44_P148603"	"Nothing"
"A_44_P148625"	"Nothing"
"A_44_P148634"	"Nothing"
"A_44_P148636"	"Chmp2a"
"A_44_P148664"	"Nothing"
"A_44_P148695"	"Ammecr1l"
"A_44_P148699"	"Nothing"
"A_44_P148708"	"Thoc2"
"A_44_P148720"	"Vac14"
"A_44_P148742"	"Nothing"
"A_44_P148748"	"Nothing"
"A_44_P148773"	"Nothing"
"A_44_P148776"	"Nothing"
"A_44_P148807"	"Scyl1"
"A_44_P148865"	"Homer1"
"A_44_P148878"	"Nothing"
"A_44_P148888"	"Nothing"
"A_44_P148911"	"Nothing"
"A_44_P148954"	"Nothing"
"A_44_P148962"	"Hps3"
"A_44_P148982"	"Nothing"
"A_44_P149009"	"Nothing"
"A_44_P149024"	"Nothing"
"A_44_P149036"	"Rpsa"
"A_44_P149056"	"Prm3"
"A_44_P149080"	"Fyn"
"A_44_P149087"	"Fyn"
"A_44_P149098"	"Fez2"
"A_44_P149114"	"Atp6v1b2"
"A_44_P149138"	"Crem"
"A_44_P149148"	"Ppp3r1"
"A_44_P149161"	"Psat1"
"A_44_P149171"	"Olr1119"
"A_44_P149182"	"Chp"
"A_44_P149188"	"Ftl"
"A_44_P149190"	"Ftl"
"A_44_P149199"	"C1qbp"
"A_44_P149210"	"Olr1612"
"A_44_P149225"	"Olr722"
"A_44_P149228"	"Olr1241"
"A_44_P149248"	"Cyld"
"A_44_P149267"	"Slc38a6"
"A_44_P149273"	"Slc38a6"
"A_44_P149293"	"Trim23"
"A_44_P149300"	"Muc4"
"A_44_P149321"	"Pdlim3"
"A_44_P149352"	"Gnao1"
"A_44_P149358"	"Nothing"
"A_44_P149359"	"Nothing"
"A_44_P149370"	"Cyp2b21"
"A_44_P149376"	"Dmrt1"
"A_44_P149380"	"Aoc3"
"A_44_P149406"	"Cbr4"
"A_44_P149412"	"Ddx39a"
"A_44_P149441"	"LOC314140"
"A_44_P149466"	"Nothing"
"A_44_P149476"	"Lrch4"
"A_44_P149510"	"Numbl"
"A_44_P149519"	"Nothing"
"A_44_P149540"	"Nothing"
"A_44_P149552"	"Tead1"
"A_44_P149563"	"Zfp646"
"A_44_P149572"	"Rassf7"
"A_44_P149577"	"Nothing"
"A_44_P149588"	"Papolg"
"A_44_P149599"	"RGD1311558"
"A_44_P149608"	"LOC683538"
"A_44_P149625"	"Nothing"
"A_44_P149635"	"March6"
"A_44_P149650"	"Nothing"
"A_44_P149659"	"Nothing"
"A_44_P149662"	"Gpatch4"
"A_44_P149674"	"Nothing"
"A_44_P149679"	"Dclre1b"
"A_44_P149720"	"Arhgap15"
"A_44_P149734"	"Hat1"
"A_44_P149743"	"Nothing"
"A_44_P149756"	"Serinc4"
"A_44_P149767"	"RGD1566383"
"A_44_P149782"	"Nothing"
"A_44_P149789"	"Nothing"
"A_44_P149797"	"Nothing"
"A_44_P149822"	"LOC679818"
"A_44_P149842"	"Nothing"
"A_44_P149847"	"Nothing"
"A_44_P149870"	"Nothing"
"A_44_P149880"	"RGD1308958"
"A_44_P149896"	"LOC363337"
"A_44_P149906"	"Nothing"
"A_44_P149916"	"Nothing"
"A_44_P149925"	"LOC100363509"
"A_44_P149954"	"Sdccag3"
"A_44_P149958"	"Foxn3"
"A_44_P149962"	"Nothing"
"A_44_P149977"	"Robo3"
"A_44_P149993"	"Syt1"
"A_44_P149999"	"RGD1305464"
"A_44_P150013"	"Gsdmc"
"A_44_P150017"	"Nothing"
